model,shuffled,num_airfoils,test_mse_mean,test_mse_std,train_mse_mean,train_mse_std,test_r2_mean,test_r2_std,train_r2_mean,train_r2_std
RF,n,1500,-0.24278763696175382,0.04795469527666101,-0.24278763696175382,0.04795469527666101,0.7559923033224967,0.0241794426185642,0.8117592483643499,0.006887249158429501
